x,y,time,value
148,2017,1038845,0.641
148,2017,1038847,0.577
149,2017,1038902,0.521
149,2017,1038905,0.586
149,2017,1038907,0.578
149,2017,1038910,0.503
150,2017,1038965,0.523
150,2017,1038967,0.566
150,2017,1038970,0.546
150,2017,1038965,0.523
150,2017,1038967,0.566
150,2017,1038970,0.546
160,2017,1039557,0.503
160,2017,1039560,0.537
161,2017,1039620,0.53
161,2017,1039622,0.521
162,2017,1039682,0.531
163,2017,1039742,0.507
171,2017,1040272,0.508
172,2017,1040275,0.521
172,2017,1040332,0.531
173,2017,1040335,0.606
173,2017,1040337,0.605
173,2017,1040340,0.527
174,2017,1040395,0.589
174,2017,1040397,0.667
174,2017,1040400,0.663
174,2017,1040402,0.534
175,2017,1040455,0.506
175,2017,1040457,0.651
175,2017,1040460,0.72
175,2017,1040462,0.648
175,2017,1040465,0.509
176,2017,1040517,0.521
176,2017,1040520,0.662
176,2017,1040522,0.68
176,2017,1040525,0.627
177,2017,1040580,0.535
177,2017,1040582,0.665
177,2017,1040585,0.665
177,2017,1040587,0.558
178,2017,1040642,0.515
178,2017,1040645,0.598
178,2017,1040647,0.568
179,2017,1040707,0.504
189,2017,1041297,0.508
189,2017,1041300,0.518
190,2017,1041360,0.547
190,2017,1041362,0.538
191,2017,1041420,0.518
191,2017,1041422,0.547
191,2017,1041425,0.515
192,2017,1041482,0.533
192,2017,1041485,0.518
202,2017,1042075,0.559
202,2017,1042077,0.531
203,2017,1042135,0.558
203,2017,1042137,0.616
203,2017,1042140,0.58
204,2017,1042197,0.586
204,2017,1042200,0.622
204,2017,1042202,0.554
205,2017,1042260,0.569
205,2017,1042262,0.606
205,2017,1042265,0.532
206,2017,1042322,0.524
206,2017,1042325,0.533
216,2017,1042915,0.52
216,2017,1042917,0.513
217,2017,1042975,0.553
217,2017,1042977,0.567
217,2017,1042980,0.523
218,2017,1043035,0.53
218,2017,1043037,0.584
218,2017,1043040,0.572
219,2017,1043097,0.566
219,2017,1043100,0.581
219,2017,1043102,0.56
220,2017,1043157,0.529
220,2017,1043160,0.582
220,2017,1043162,0.574
220,2017,1043165,0.524
221,2017,1043220,0.532
221,2017,1043222,0.55
221,2017,1043225,0.526
222,2017,1043282,0.531
222,2017,1043285,0.516
223,2017,1043345,0.516
226,2017,1043565,0.507
226,2017,1043567,0.503
227,2017,1043625,0.517
227,2017,1043627,0.55
227,2017,1043630,0.534
227,2017,1043632,0.503
228,2017,1043685,0.502
228,2017,1043687,0.576
228,2017,1043690,0.596
228,2017,1043692,0.581
229,2017,1043695,0.532
229,2017,1043747,0.539
229,2017,1043750,0.604
229,2017,1043752,0.668
230,2017,1043755,0.654
230,2017,1043757,0.542
230,2017,1043810,0.557
230,2017,1043812,0.637
231,2017,1043815,0.7
231,2017,1043817,0.677
231,2017,1043820,0.557
231,2017,1043872,0.637
232,2017,1043875,0.734
232,2017,1043877,0.742
232,2017,1043880,0.684
232,2017,1043882,0.544
232,2017,1043932,0.54
233,2017,1043935,0.686
233,2017,1043937,0.75
233,2017,1043940,0.728
233,2017,1043942,0.623
234,2017,1043995,0.591
234,2017,1043997,0.705
234,2017,1044000,0.74
234,2017,1044002,0.703
234,2017,1044005,0.577
235,2017,1044057,0.589
235,2017,1044060,0.67
235,2017,1044062,0.666
235,2017,1044065,0.61
236,2017,1044120,0.567
236,2017,1044122,0.585
236,2017,1044125,0.552
237,2017,1044185,0.502
243,2017,1044590,0.503
243,2017,1044592,0.516
244,2017,1044652,0.521
245,2017,1044655,0.522
245,2017,1044712,0.538
246,2017,1044715,0.547
246,2017,1044717,0.509
246,2017,1044772,0.501
247,2017,1044775,0.582
247,2017,1044777,0.578
247,2017,1044780,0.531
248,2017,1044835,0.526
248,2017,1044837,0.571
248,2017,1044840,0.546
249,2017,1044897,0.538
249,2017,1044900,0.538
250,2017,1044960,0.53
250,2017,1044962,0.507
256,2017,1045365,0.512
256,2017,1045367,0.51
257,2017,1045427,0.543
257,2017,1045430,0.536
258,2017,1045490,0.551
258,2017,1045492,0.57
259,2017,1045495,0.537
259,2017,1045552,0.565
260,2017,1045555,0.58
260,2017,1045557,0.524
260,2017,1045612,0.505
261,2017,1045615,0.568
261,2017,1045617,0.569
262,2017,1045675,0.524
262,2017,1045677,0.575
262,2017,1045680,0.527
263,2017,1045737,0.556
263,2017,1045740,0.545
276,2017,1046515,0.507
280,2017,1046792,0.568
280,2017,1046795,0.527
281,2017,1046852,0.538
281,2017,1046855,0.569
281,2017,1046857,0.51
282,2017,1046915,0.567
282,2017,1046917,0.577
282,2017,1046920,0.518
283,2017,1046977,0.552
283,2017,1046980,0.563
283,2017,1046982,0.523
284,2017,1047040,0.529
284,2017,1047042,0.535
284,2017,1047045,0.503
308,2017,1048470,0.545
308,2017,1048472,0.592
308,2017,1048475,0.551
309,2017,1048532,0.587
309,2017,1048535,0.62
309,2017,1048537,0.564
310,2017,1048595,0.599
310,2017,1048597,0.642
310,2017,1048600,0.567
311,2017,1048657,0.566
311,2017,1048660,0.606
311,2017,1048662,0.541
312,2017,1048720,0.519
312,2017,1048722,0.546
313,2017,1048782,0.525
313,2017,1048785,0.535
313,2017,1048787,0.502
314,2017,1048847,0.531
323,2017,1049372,0.516
323,2017,1049375,0.514
324,2017,1049435,0.524
336,2017,1050147,0.526
336,2017,1050150,0.564
336,2017,1050152,0.556
337,2017,1050210,0.561
337,2017,1050212,0.598
337,2017,1050215,0.57
338,2017,1050270,0.533
338,2017,1050272,0.635
338,2017,1050275,0.646
338,2017,1050277,0.578
339,2017,1050332,0.518
339,2017,1050335,0.587
339,2017,1050337,0.591
339,2017,1050340,0.531
340,2017,1050395,0.512
340,2017,1050397,0.55
340,2017,1050400,0.551
341,2017,1050460,0.508
341,2017,1050462,0.506
349,2017,1050927,0.505
349,2017,1050930,0.528
350,2017,1050987,0.527
350,2017,1050990,0.589
350,2017,1050992,0.562
351,2017,1051050,0.51
351,2017,1051052,0.54
352,2017,1051112,0.514
352,2017,1051115,0.508
354,2017,1051237,0.512
364,2017,1051827,0.538
364,2017,1051830,0.508
365,2017,1051887,0.549
365,2017,1051890,0.618
365,2017,1051892,0.58
1,2018,1051947,0.502
1,2018,1051950,0.615
1,2018,1051952,0.658
1,2018,1051955,0.558
2,2018,1052010,0.53
2,2018,1052012,0.644
2,2018,1052015,0.63
2,2018,1052017,0.54
3,2018,1052072,0.545
3,2018,1052075,0.609
3,2018,1052077,0.577
4,2018,1052135,0.571
4,2018,1052137,0.586
4,2018,1052140,0.551
5,2018,1052200,0.516
16,2018,1052852,0.553
16,2018,1052855,0.505
17,2018,1052912,0.548
17,2018,1052915,0.535
18,2018,1052975,0.512
28,2018,1053565,0.502
28,2018,1053567,0.565
28,2018,1053570,0.552
29,2018,1053627,0.608
29,2018,1053630,0.667
29,2018,1053632,0.587
30,2018,1053687,0.551
30,2018,1053690,0.653
30,2018,1053692,0.667
30,2018,1053695,0.57
31,2018,1053750,0.555
31,2018,1053752,0.611
31,2018,1053755,0.628
31,2018,1053757,0.52
32,2018,1053812,0.568
32,2018,1053815,0.604
32,2018,1053817,0.558
33,2018,1053877,0.527
164,2018,1061695,0.517
164,2018,1061697,0.565
164,2018,1061700,0.56
165,2018,1061757,0.579
165,2018,1061760,0.624
165,2018,1061762,0.591
165,2018,1061765,0.505
166,2018,1061820,0.571
166,2018,1061822,0.618
166,2018,1061825,0.573
167,2018,1061882,0.553
167,2018,1061885,0.573
167,2018,1061887,0.514
168,2018,1061945,0.512
168,2018,1061947,0.53
192,2018,1063375,0.544
192,2018,1063377,0.542
193,2018,1063435,0.539
193,2018,1063437,0.611
193,2018,1063440,0.592
193,2018,1063442,0.503
194,2018,1063497,0.601
194,2018,1063500,0.606
194,2018,1063502,0.586
194,2018,1063505,0.501
195,2018,1063560,0.604
195,2018,1063562,0.653
195,2018,1063565,0.612
196,2018,1063620,0.512
196,2018,1063622,0.561
196,2018,1063625,0.584
196,2018,1063627,0.549
197,2018,1063685,0.511
205,2018,1064155,0.51
205,2018,1064155,0.51
208,2018,1064337,0.504
208,2018,1064340,0.502
219,2018,1065052,0.514
220,2018,1065055,0.545
220,2018,1065112,0.552
220,2018,1065055,0.545
220,2018,1065112,0.552
221,2018,1065115,0.63
221,2018,1065117,0.613
221,2018,1065120,0.534
222,2018,1065175,0.602
222,2018,1065177,0.644
222,2018,1065180,0.613
223,2018,1065235,0.528
223,2018,1065237,0.617
223,2018,1065240,0.629
223,2018,1065242,0.577
224,2018,1065297,0.553
224,2018,1065300,0.641
224,2018,1065302,0.616
224,2018,1065305,0.537
225,2018,1065360,0.533
225,2018,1065362,0.599
225,2018,1065365,0.55
234,2018,1065895,0.523
235,2018,1065955,0.559
235,2018,1065957,0.555
235,2018,1065955,0.559
235,2018,1065957,0.555
236,2018,1066015,0.598
236,2018,1066017,0.609
236,2018,1066020,0.57
237,2018,1066075,0.508
237,2018,1066077,0.603
237,2018,1066080,0.585
237,2018,1066082,0.519
238,2018,1066137,0.528
238,2018,1066140,0.532
239,2018,1066200,0.563
239,2018,1066202,0.53
248,2018,1066792,0.539
249,2018,1066795,0.531
249,2018,1066852,0.541
250,2018,1066855,0.596
250,2018,1066857,0.568
250,2018,1066855,0.596
250,2018,1066857,0.568
251,2018,1066915,0.587
251,2018,1066917,0.625
251,2018,1066920,0.55
252,2018,1066975,0.511
252,2018,1066977,0.582
252,2018,1066980,0.567
253,2018,1067040,0.551
253,2018,1067042,0.529
279,2018,1068595,0.517
328,2018,1071575,0.515
355,2018,1073190,0.513
355,2018,1073190,0.513
356,2018,1073252,0.551
356,2018,1073255,0.508
357,2018,1073312,0.52
357,2018,1073315,0.553
358,2018,1073375,0.553
358,2018,1073377,0.557
359,2018,1073437,0.564
359,2018,1073440,0.567
20,2019,1074990,0.508
20,2019,1074992,0.537
20,2019,1074990,0.508
20,2019,1074992,0.537
21,2019,1075052,0.579
21,2019,1075055,0.586
22,2019,1075115,0.549
22,2019,1075117,0.536
23,2019,1075177,0.511
128,2019,1081445,0.502
140,2019,1082162,0.536
140,2019,1082162,0.536
141,2019,1082222,0.507
141,2019,1082225,0.514
182,2019,1084677,0.526
183,2019,1084737,0.526
183,2019,1084740,0.542
184,2019,1084797,0.52
184,2019,1084800,0.575
184,2019,1084802,0.546
185,2019,1084860,0.54
185,2019,1084862,0.568
185,2019,1084865,0.569
185,2019,1084860,0.54
185,2019,1084862,0.568
185,2019,1084865,0.569
186,2019,1084922,0.526
186,2019,1084925,0.532
186,2019,1084927,0.515
195,2019,1085455,0.514
195,2019,1085457,0.523
196,2019,1085515,0.502
196,2019,1085517,0.53
197,2019,1085577,0.521
197,2019,1085580,0.563
197,2019,1085582,0.514
198,2019,1085640,0.576
198,2019,1085642,0.533
199,2019,1085702,0.527
209,2019,1086352,0.548
210,2019,1086355,0.553
210,2019,1086357,0.519
210,2019,1086412,0.508
211,2019,1086415,0.602
211,2019,1086417,0.616
211,2019,1086420,0.533
212,2019,1086475,0.596
212,2019,1086477,0.659
212,2019,1086480,0.643
212,2019,1086482,0.54
213,2019,1086535,0.517
213,2019,1086537,0.663
213,2019,1086540,0.702
213,2019,1086542,0.659
213,2019,1086545,0.537
214,2019,1086597,0.575
214,2019,1086600,0.685
214,2019,1086602,0.711
214,2019,1086605,0.644
214,2019,1086607,0.506
215,2019,1086660,0.621
215,2019,1086662,0.696
215,2019,1086665,0.687
215,2019,1086667,0.587
215,2019,1086660,0.621
215,2019,1086662,0.696
215,2019,1086665,0.687
215,2019,1086667,0.587
216,2019,1086722,0.619
216,2019,1086725,0.638
216,2019,1086727,0.603
217,2019,1086785,0.559
217,2019,1086787,0.568
221,2019,1087070,0.504
221,2019,1087072,0.504
222,2019,1087132,0.532
223,2019,1087135,0.54
223,2019,1087192,0.546
224,2019,1087195,0.579
224,2019,1087197,0.553
225,2019,1087255,0.55
225,2019,1087257,0.574
225,2019,1087260,0.531
226,2019,1087315,0.504
226,2019,1087317,0.571
226,2019,1087320,0.589
227,2019,1087377,0.523
227,2019,1087380,0.575
227,2019,1087382,0.528
228,2019,1087440,0.519
228,2019,1087442,0.524
229,2019,1087502,0.503
237,2019,1088032,0.504
238,2019,1088092,0.547
239,2019,1088095,0.551
239,2019,1088097,0.515
239,2019,1088152,0.528
240,2019,1088155,0.605
240,2019,1088157,0.608
240,2019,1088160,0.529
241,2019,1088215,0.566
241,2019,1088217,0.625
241,2019,1088220,0.604
242,2019,1088277,0.583
242,2019,1088280,0.624
242,2019,1088282,0.559
243,2019,1088337,0.503
243,2019,1088340,0.574
243,2019,1088342,0.57
244,2019,1088402,0.562
244,2019,1088405,0.52
271,2019,1090017,0.516
294,2019,1091445,0.504
295,2019,1091507,0.517
295,2019,1091510,0.504
296,2019,1091570,0.513
296,2019,1091572,0.509
297,2019,1091632,0.51
298,2019,1091635,0.517
300,2019,1091790,0.526
300,2019,1091792,0.522
301,2019,1091850,0.524
301,2019,1091852,0.614
301,2019,1091855,0.57
302,2019,1091912,0.553
302,2019,1091915,0.604
302,2019,1091917,0.554
303,2019,1091975,0.533
303,2019,1091977,0.557
303,2019,1091980,0.526
304,2019,1092037,0.505
304,2019,1092040,0.562
304,2019,1092042,0.517
316,2019,1092750,0.503
316,2019,1092752,0.517
317,2019,1092812,0.515
317,2019,1092815,0.539
318,2019,1092872,0.513
318,2019,1092875,0.562
318,2019,1092877,0.542
319,2019,1092935,0.553
319,2019,1092937,0.549
319,2019,1092940,0.525
320,2019,1092997,0.553
320,2019,1093000,0.565
320,2019,1093002,0.51
320,2019,1092997,0.553
320,2019,1093000,0.565
320,2019,1093002,0.51
321,2019,1093060,0.515
321,2019,1093062,0.523
321,2019,1093065,0.505
322,2019,1093122,0.508
322,2019,1093125,0.517
323,2019,1093187,0.503
328,2019,1093467,0.511
328,2019,1093470,0.519
329,2019,1093530,0.536
329,2019,1093532,0.538
330,2019,1093590,0.564
330,2019,1093592,0.599
330,2019,1093595,0.532
331,2019,1093650,0.516
331,2019,1093652,0.562
331,2019,1093655,0.563
331,2019,1093657,0.518
332,2019,1093712,0.513
332,2019,1093715,0.552
332,2019,1093717,0.569
332,2019,1093720,0.529
333,2019,1093777,0.511
333,2019,1093780,0.528
334,2019,1093840,0.515
343,2019,1094367,0.528
343,2019,1094370,0.525
344,2019,1094427,0.507
344,2019,1094430,0.59
344,2019,1094432,0.586
345,2019,1094487,0.51
345,2019,1094490,0.606
345,2019,1094492,0.616
345,2019,1094495,0.555
346,2019,1094550,0.565
346,2019,1094552,0.643
346,2019,1094555,0.624
346,2019,1094557,0.529
347,2019,1094610,0.547
347,2019,1094612,0.633
347,2019,1094615,0.685
347,2019,1094617,0.636
347,2019,1094620,0.542
348,2019,1094672,0.605
348,2019,1094675,0.671
348,2019,1094677,0.67
348,2019,1094680,0.592
348,2019,1094682,0.502
349,2019,1094735,0.608
349,2019,1094737,0.681
349,2019,1094740,0.652
349,2019,1094742,0.587
350,2019,1094797,0.583
350,2019,1094800,0.625
350,2019,1094802,0.589
350,2019,1094805,0.527
350,2019,1094797,0.583
350,2019,1094800,0.625
350,2019,1094802,0.589
350,2019,1094805,0.527
351,2019,1094860,0.52
351,2019,1094862,0.568
351,2019,1094865,0.552
352,2019,1094925,0.507
356,2019,1095145,0.542
356,2019,1095147,0.55
356,2019,1095150,0.525
357,2019,1095205,0.556
357,2019,1095207,0.623
357,2019,1095210,0.636
357,2019,1095212,0.548
358,2019,1095265,0.511
358,2019,1095267,0.63
358,2019,1095270,0.68
358,2019,1095272,0.675
358,2019,1095275,0.562
359,2019,1095327,0.577
359,2019,1095330,0.714
359,2019,1095332,0.757
359,2019,1095335,0.733
359,2019,1095337,0.605
360,2019,1095390,0.617
360,2019,1095392,0.72
360,2019,1095395,0.72
360,2019,1095397,0.627
361,2019,1095452,0.602
361,2019,1095455,0.628
361,2019,1095457,0.603
361,2019,1095460,0.512
362,2019,1095512,0.528
362,2019,1095515,0.601
362,2019,1095517,0.611
362,2019,1095520,0.57
363,2019,1095575,0.507
363,2019,1095577,0.533
363,2019,1095580,0.542
8,2020,1096167,0.562
8,2020,1096170,0.623
8,2020,1096172,0.561
9,2020,1096227,0.561
9,2020,1096230,0.636
9,2020,1096232,0.604
9,2020,1096235,0.537
10,2020,1096290,0.606
10,2020,1096292,0.642
10,2020,1096295,0.639
10,2020,1096297,0.527
11,2020,1096350,0.526
11,2020,1096352,0.617
11,2020,1096355,0.664
11,2020,1096357,0.604
12,2020,1096412,0.563
12,2020,1096415,0.645
12,2020,1096417,0.647
12,2020,1096420,0.556
13,2020,1096475,0.518
13,2020,1096477,0.571
13,2020,1096480,0.561
14,2020,1096537,0.524
14,2020,1096540,0.555
14,2020,1096542,0.502
15,2020,1096600,0.51
15,2020,1096600,0.51
38,2020,1097967,0.504
38,2020,1097970,0.573
38,2020,1097972,0.541
39,2020,1098030,0.557
39,2020,1098032,0.578
39,2020,1098035,0.522
40,2020,1098092,0.588
40,2020,1098095,0.559
41,2020,1098155,0.552
41,2020,1098157,0.545
42,2020,1098215,0.524
42,2020,1098217,0.555
100,2020,1101662,0.502
101,2020,1101722,0.511
101,2020,1101725,0.534
102,2020,1101785,0.538
102,2020,1101787,0.528
103,2020,1101847,0.51
128,2020,1103340,0.546
129,2020,1103400,0.573
129,2020,1103402,0.555
129,2020,1103405,0.517
130,2020,1103462,0.567
130,2020,1103465,0.563
131,2020,1103527,0.513
144,2020,1104297,0.506
144,2020,1104300,0.541
145,2020,1104360,0.53
145,2020,1104362,0.54
146,2020,1104420,0.502
146,2020,1104422,0.52
146,2020,1104425,0.544
147,2020,1104485,0.508
155,2020,1104955,0.553
155,2020,1104957,0.525
155,2020,1105012,0.502
156,2020,1105015,0.608
156,2020,1105017,0.635
156,2020,1105020,0.583
157,2020,1105075,0.563
157,2020,1105077,0.668
157,2020,1105080,0.649
157,2020,1105082,0.568
158,2020,1105137,0.619
158,2020,1105140,0.643
158,2020,1105142,0.621
158,2020,1105145,0.549
159,2020,1105197,0.509
159,2020,1105200,0.606
159,2020,1105202,0.631
159,2020,1105205,0.597
159,2020,1105207,0.513
160,2020,1105260,0.529
160,2020,1105262,0.611
160,2020,1105265,0.618
160,2020,1105267,0.567
161,2020,1105322,0.541
161,2020,1105325,0.614
161,2020,1105327,0.593
161,2020,1105330,0.531
162,2020,1105385,0.551
162,2020,1105387,0.575
162,2020,1105390,0.546
163,2020,1105447,0.501
163,2020,1105450,0.518
170,2020,1105855,0.515
170,2020,1105857,0.505
171,2020,1105915,0.533
171,2020,1105917,0.543
172,2020,1105975,0.515
172,2020,1105977,0.563
172,2020,1105980,0.558
173,2020,1106035,0.505
173,2020,1106037,0.566
173,2020,1106040,0.598
173,2020,1106042,0.554
174,2020,1106097,0.535
174,2020,1106100,0.611
174,2020,1106102,0.585
174,2020,1106105,0.53
175,2020,1106160,0.586
175,2020,1106162,0.64
175,2020,1106165,0.602
176,2020,1106220,0.501
176,2020,1106222,0.606
176,2020,1106225,0.628
176,2020,1106227,0.563
177,2020,1106285,0.584
177,2020,1106287,0.584
177,2020,1106290,0.523
178,2020,1106347,0.533
178,2020,1106350,0.532
182,2020,1106632,0.523
183,2020,1106635,0.523
183,2020,1106692,0.569
184,2020,1106695,0.594
184,2020,1106697,0.57
184,2020,1106752,0.554
185,2020,1106755,0.644
185,2020,1106757,0.641
185,2020,1106760,0.593
186,2020,1106815,0.629
186,2020,1106817,0.707
186,2020,1106820,0.683
186,2020,1106822,0.6
187,2020,1106875,0.548
187,2020,1106877,0.696
187,2020,1106880,0.712
187,2020,1106882,0.679
187,2020,1106885,0.559
188,2020,1106937,0.607
188,2020,1106940,0.709
188,2020,1106942,0.708
188,2020,1106945,0.63
189,2020,1107000,0.628
189,2020,1107002,0.686
189,2020,1107005,0.646
189,2020,1107007,0.553
190,2020,1107060,0.511
190,2020,1107062,0.599
190,2020,1107065,0.648
190,2020,1107067,0.593
191,2020,1107122,0.524
191,2020,1107125,0.563
191,2020,1107127,0.561
191,2020,1107130,0.51
198,2020,1107592,0.558
199,2020,1107595,0.569
199,2020,1107597,0.563
199,2020,1107652,0.563
200,2020,1107655,0.64
200,2020,1107657,0.628
200,2020,1107660,0.582
200,2020,1107712,0.541
201,2020,1107715,0.648
201,2020,1107717,0.668
201,2020,1107720,0.638
201,2020,1107722,0.553
202,2020,1107775,0.616
202,2020,1107777,0.703
202,2020,1107780,0.733
202,2020,1107782,0.675
202,2020,1107785,0.536
203,2020,1107835,0.534
203,2020,1107837,0.667
203,2020,1107840,0.725
203,2020,1107842,0.729
203,2020,1107845,0.614
204,2020,1107897,0.584
204,2020,1107900,0.701
204,2020,1107902,0.732
204,2020,1107905,0.696
204,2020,1107907,0.558
205,2020,1107960,0.623
205,2020,1107962,0.681
205,2020,1107965,0.685
205,2020,1107967,0.604
206,2020,1108022,0.566
206,2020,1108025,0.639
206,2020,1108027,0.615
206,2020,1108030,0.522
207,2020,1108085,0.575
207,2020,1108087,0.576
207,2020,1108090,0.527
211,2020,1108370,0.526
211,2020,1108372,0.543
212,2020,1108375,0.514
212,2020,1108430,0.527
212,2020,1108432,0.583
213,2020,1108435,0.589
213,2020,1108437,0.551
213,2020,1108492,0.577
214,2020,1108495,0.641
214,2020,1108497,0.622
214,2020,1108500,0.554
214,2020,1108552,0.514
215,2020,1108555,0.633
215,2020,1108557,0.674
215,2020,1108560,0.636
215,2020,1108562,0.524
216,2020,1108615,0.568
216,2020,1108617,0.645
216,2020,1108620,0.656
216,2020,1108622,0.574
217,2020,1108677,0.61
217,2020,1108680,0.672
217,2020,1108682,0.656
217,2020,1108685,0.579
218,2020,1108737,0.519
218,2020,1108740,0.601
218,2020,1108742,0.608
218,2020,1108745,0.587
219,2020,1108800,0.517
219,2020,1108802,0.585
219,2020,1108805,0.581
219,2020,1108807,0.504
220,2020,1108865,0.519
226,2020,1109270,0.506
226,2020,1109272,0.513
227,2020,1109275,0.512
227,2020,1109330,0.537
227,2020,1109332,0.572
228,2020,1109335,0.573
228,2020,1109337,0.523
228,2020,1109392,0.579
229,2020,1109395,0.619
229,2020,1109397,0.611
229,2020,1109400,0.525
229,2020,1109452,0.533
230,2020,1109455,0.623
230,2020,1109457,0.63
230,2020,1109460,0.576
231,2020,1109515,0.59
231,2020,1109517,0.654
231,2020,1109520,0.602
231,2020,1109522,0.515
232,2020,1109575,0.543
232,2020,1109577,0.643
232,2020,1109580,0.655
232,2020,1109582,0.596
233,2020,1109637,0.576
233,2020,1109640,0.674
233,2020,1109642,0.644
233,2020,1109645,0.551
234,2020,1109700,0.567
234,2020,1109702,0.603
234,2020,1109705,0.568
235,2020,1109762,0.54
235,2020,1109765,0.544
238,2020,1109985,0.519
238,2020,1109987,0.506
239,2020,1110045,0.501
239,2020,1110047,0.538
239,2020,1110050,0.537
240,2020,1110107,0.534
240,2020,1110110,0.59
240,2020,1110112,0.57
240,2020,1110107,0.534
240,2020,1110110,0.59
240,2020,1110112,0.57
241,2020,1110115,0.516
241,2020,1110170,0.513
241,2020,1110172,0.578
242,2020,1110175,0.584
242,2020,1110177,0.507
242,2020,1110232,0.579
243,2020,1110235,0.613
243,2020,1110237,0.558
243,2020,1110292,0.546
244,2020,1110295,0.621
244,2020,1110297,0.646
244,2020,1110300,0.578
245,2020,1110355,0.552
245,2020,1110357,0.622
245,2020,1110360,0.571
245,2020,1110362,0.501
246,2020,1110417,0.565
246,2020,1110420,0.596
246,2020,1110422,0.526
247,2020,1110480,0.544
247,2020,1110482,0.512
248,2020,1110540,0.506
248,2020,1110542,0.506
256,2020,1111070,0.523
256,2020,1111072,0.548
257,2020,1111075,0.515
257,2020,1111130,0.553
257,2020,1111132,0.613
258,2020,1111135,0.599
258,2020,1111137,0.519
258,2020,1111192,0.592
259,2020,1111195,0.664
259,2020,1111197,0.632
259,2020,1111200,0.526
260,2020,1111255,0.634
260,2020,1111257,0.661
260,2020,1111260,0.602
261,2020,1111315,0.559
261,2020,1111317,0.631
261,2020,1111320,0.631
261,2020,1111322,0.526
262,2020,1111377,0.578
262,2020,1111380,0.632
262,2020,1111382,0.594
263,2020,1111440,0.535
263,2020,1111442,0.555
263,2020,1111472,0.536
263,2020,1111475,0.519
264,2020,1111535,0.568
264,2020,1111537,0.552
265,2020,1111595,0.504
265,2020,1111597,0.551
265,2020,1111600,0.529
266,2020,1111657,0.502
266,2020,1111660,0.541
266,2020,1111662,0.54
266,2020,1111665,0.502
267,2020,1111722,0.52
267,2020,1111725,0.529
268,2020,1111787,0.521
269,2020,1111847,0.503
269,2020,1111850,0.52
270,2020,1111912,0.527
270,2020,1111912,0.527
271,2020,1111915,0.526
271,2020,1111972,0.515
272,2020,1111975,0.566
272,2020,1111977,0.517
273,2020,1112035,0.566
273,2020,1112037,0.546
274,2020,1112097,0.535
274,2020,1112100,0.508
275,2020,1112157,0.506
275,2020,1112160,0.507
276,2020,1112250,0.519
276,2020,1112252,0.504
277,2020,1112312,0.517
279,2020,1112435,0.51
286,2020,1112870,0.535
286,2020,1112872,0.562
287,2020,1112932,0.585
288,2020,1112935,0.57
288,2020,1112992,0.515
289,2020,1112995,0.583
289,2020,1112997,0.549
289,2020,1113027,0.538
289,2020,1113030,0.505
290,2020,1113057,0.519
290,2020,1113087,0.575
290,2020,1113090,0.608
290,2020,1113092,0.532
291,2020,1113147,0.576
291,2020,1113150,0.679
291,2020,1113152,0.641
291,2020,1113155,0.568
292,2020,1113207,0.504
292,2020,1113210,0.649
292,2020,1113212,0.687
292,2020,1113215,0.65
292,2020,1113217,0.55
293,2020,1113270,0.563
293,2020,1113272,0.678
293,2020,1113275,0.72
293,2020,1113277,0.683
293,2020,1113280,0.585
294,2020,1113332,0.593
294,2020,1113335,0.668
294,2020,1113337,0.694
294,2020,1113340,0.629
294,2020,1113342,0.541
295,2020,1113395,0.568
295,2020,1113397,0.621
295,2020,1113400,0.625
295,2020,1113402,0.569
295,2020,1113405,0.508
296,2020,1113457,0.518
296,2020,1113460,0.569
296,2020,1113462,0.606
296,2020,1113465,0.593
296,2020,1113467,0.521
297,2020,1113520,0.509
297,2020,1113522,0.551
297,2020,1113525,0.582
297,2020,1113527,0.562
297,2020,1113530,0.515
298,2020,1113585,0.526
298,2020,1113587,0.552
298,2020,1113590,0.541
299,2020,1113652,0.519
300,2020,1113715,0.514
300,2020,1113715,0.514
303,2020,1113870,0.514
304,2020,1113927,0.509
304,2020,1113930,0.565
304,2020,1113932,0.555
305,2020,1113990,0.565
305,2020,1113992,0.592
305,2020,1113995,0.554
306,2020,1114050,0.541
306,2020,1114052,0.613
306,2020,1114055,0.578
307,2020,1114112,0.564
307,2020,1114115,0.603
307,2020,1114117,0.559
308,2020,1114172,0.541
308,2020,1114175,0.602
308,2020,1114177,0.613
308,2020,1114180,0.545
309,2020,1114235,0.547
309,2020,1114237,0.587
309,2020,1114240,0.585
309,2020,1114242,0.532
310,2020,1114297,0.537
310,2020,1114300,0.571
310,2020,1114302,0.571
310,2020,1114305,0.502
311,2020,1114360,0.516
311,2020,1114362,0.576
311,2020,1114365,0.554
311,2020,1114367,0.507
312,2020,1114422,0.515
312,2020,1114425,0.538
312,2020,1114427,0.519
313,2020,1114485,0.506
313,2020,1114487,0.515
313,2020,1114490,0.501
314,2020,1114550,0.527
314,2020,1114552,0.503
318,2020,1114767,0.573
318,2020,1114770,0.577
319,2020,1114827,0.568
319,2020,1114830,0.668
319,2020,1114832,0.658
319,2020,1114835,0.555
320,2020,1114890,0.659
320,2020,1114892,0.725
320,2020,1114895,0.666
320,2020,1114897,0.579
321,2020,1114950,0.552
321,2020,1114952,0.676
321,2020,1114955,0.707
321,2020,1114957,0.641
321,2020,1114960,0.529
322,2020,1115012,0.594
322,2020,1115015,0.683
322,2020,1115017,0.678
322,2020,1115020,0.625
