x,y,time,value
175,1914,-1216800,0.508
175,1914,-1216797,0.569
175,1914,-1216795,0.508
176,1915,-1194842,0.508
176,1915,-1194842,0.508
177,1915,-1194780,0.508
178,1915,-1194720,0.539
178,1915,-1194717,0.508
179,1915,-1194657,0.508
193,1915,-1193820,0.508
204,1915,-1193105,0.508
205,1915,-1193102,0.539
206,1915,-1193042,0.569
206,1915,-1193040,0.569
206,1915,-1193042,0.569
206,1915,-1193040,0.569
207,1915,-1192982,0.508
207,1915,-1192980,0.569
207,1915,-1192977,0.508
208,1915,-1192920,0.508
208,1915,-1192917,0.539
208,1915,-1192915,0.508
209,1915,-1192857,0.508
209,1915,-1192855,0.508
3,1916,-1183292,0.508
4,1916,-1183230,0.508
4,1916,-1183227,0.508
5,1916,-1183167,0.508
17,1916,-1182452,0.508
18,1916,-1182392,0.508
50,1917,-1158512,0.539
50,1917,-1158510,0.508
51,1917,-1158450,0.508
51,1917,-1158447,0.539
157,1917,-1152120,0.508
340,1919,-1097310,0.515
341,1919,-1097247,0.545
343,1919,-1097125,0.515
343,1919,-1097122,0.515
4,1920,-1095570,0.515
5,1920,-1095510,0.545
5,1920,-1095507,0.515
6,1920,-1095450,0.515
6,1920,-1095447,0.545
6,1920,-1095445,0.515
7,1920,-1095385,0.515
139,1920,-1087500,0.515
140,1920,-1087437,0.515
168,1920,-1085760,0.545
168,1920,-1085757,0.545
169,1920,-1085700,0.515
169,1920,-1085697,0.576
169,1920,-1085695,0.545
170,1920,-1085637,0.515
170,1920,-1085635,0.545
170,1920,-1085632,0.545
171,1920,-1085572,0.515
194,1920,-1084145,0.545
195,1920,-1084142,0.515
195,1920,-1084085,0.545
195,1920,-1084142,0.515
195,1920,-1084085,0.545
196,1920,-1084082,0.606
196,1920,-1084080,0.545
197,1920,-1084022,0.545
197,1920,-1084020,0.576
197,1920,-1084017,0.515
198,1920,-1083960,0.576
198,1920,-1083957,0.576
198,1920,-1083955,0.515
199,1920,-1083897,0.545
199,1920,-1083895,0.515
200,1920,-1083835,0.545
200,1920,-1083832,0.545
222,1920,-1082467,0.515
223,1920,-1082405,0.515
224,1920,-1082345,0.515
225,1920,-1082342,0.576
225,1920,-1082340,0.515
225,1920,-1082342,0.576
225,1920,-1082340,0.515
226,1920,-1082282,0.576
226,1920,-1082280,0.576
227,1920,-1082220,0.576
227,1920,-1082217,0.515
228,1920,-1082157,0.515
359,1920,-1074272,0.545
359,1920,-1074270,0.545
360,1920,-1074210,0.515
360,1920,-1074210,0.515
215,1925,-973320,0.539
216,1925,-973260,0.508
216,1925,-973257,0.539
217,1925,-973197,0.508
261,1930,-860945,0.508
313,1931,-835950,0.508
313,1931,-835947,0.508
314,1931,-835887,0.539
314,1931,-835885,0.508
315,1931,-835827,0.508
315,1931,-835825,0.539
316,1931,-835765,0.508
316,1931,-835762,0.508
342,1931,-834210,0.508
342,1931,-834207,0.508
343,1931,-834147,0.539
343,1931,-834145,0.508
303,1932,-814650,0.508
303,1932,-814647,0.508
304,1932,-814587,0.539
305,1932,-814525,0.539
332,1932,-812910,0.508
332,1932,-812907,0.508
333,1932,-812847,0.508
334,1932,-812785,0.539
14,1934,-788130,0.508
15,1934,-788067,0.508
363,1936,-723387,0.523
23,1940,-656130,0.517
24,1940,-656070,0.517
24,1940,-656067,0.548
25,1940,-656007,0.517
304,1940,-639272,0.517
304,1940,-639270,0.517
305,1940,-639210,0.548
305,1940,-639207,0.517
306,1940,-639150,0.517
306,1940,-639147,0.548
323,1941,-616170,0.517
324,1941,-616107,0.517
324,1941,-616107,0.517
341,1942,-593190,0.508
342,1942,-593127,0.508
342,1942,-593125,0.508
343,1942,-593065,0.508
5,1943,-591450,0.508
5,1943,-591447,0.508
224,1943,-578287,0.508
224,1943,-578287,0.508
225,1943,-578285,0.508
226,1943,-578225,0.539
226,1943,-578222,0.508
227,1943,-578162,0.539
227,1943,-578160,0.508
228,1943,-578102,0.539
228,1943,-578100,0.569
229,1943,-578042,0.539
229,1943,-578040,0.6
229,1943,-578037,0.569
230,1943,-577980,0.508
230,1943,-577977,0.539
253,1943,-576547,0.508
255,1943,-576485,0.508
256,1943,-576425,0.508
256,1943,-576422,0.539
257,1943,-576362,0.539
257,1943,-576360,0.539
258,1943,-576300,0.539
316,1943,-572790,0.508
316,1943,-572787,0.539
332,1943,-571827,0.539
333,1943,-571765,0.508
334,1943,-571705,0.539
334,1943,-571702,0.569
334,1943,-571700,0.508
335,1943,-571640,0.508
345,1943,-571050,0.508
345,1943,-571047,0.539
346,1943,-570987,0.508
346,1943,-570985,0.508
361,1943,-570087,0.508
362,1943,-570025,0.508
25,1944,-568347,0.539
25,1944,-568345,0.508
26,1944,-568285,0.539
54,1944,-566610,0.508
54,1944,-566607,0.508
54,1944,-566610,0.508
54,1944,-566607,0.508
217,1944,-556862,0.508
217,1944,-556860,0.508
218,1944,-556800,0.508
246,1944,-555122,0.508
324,1945,-528447,0.508
353,1945,-526710,0.508
353,1945,-526707,0.539
354,1945,-526647,0.508
354,1945,-526645,0.508
342,1946,-505470,0.539
342,1946,-505467,0.508
343,1946,-505407,0.569
343,1946,-505405,0.539
343,1946,-505407,0.569
343,1946,-505405,0.539
344,1946,-505347,0.508
344,1946,-505345,0.508
197,1947,-492302,0.517
198,1947,-492245,0.517
198,1947,-492242,0.578
198,1947,-492240,0.578
199,1947,-492180,0.517
199,1947,-492177,0.548
200,1947,-492117,0.548
200,1947,-492115,0.517
224,1947,-490627,0.517
226,1947,-490565,0.517
226,1947,-490562,0.517
227,1947,-490502,0.548
227,1947,-490500,0.517
228,1947,-490442,0.517
228,1947,-490440,0.578
228,1947,-490437,0.517
229,1947,-490380,0.548
229,1947,-490377,0.578
230,1947,-490317,0.548
230,1947,-490315,0.548
231,1947,-490257,0.517
231,1947,-490255,0.578
231,1947,-490252,0.517
304,1947,-485845,0.517
305,1947,-485785,0.517
305,1947,-485782,0.548
362,1947,-482365,0.517
25,1948,-480687,0.508
26,1948,-480625,0.508
307,1948,-463765,0.508
309,1948,-463640,0.508
12,1949,-459512,0.508
12,1949,-459510,0.539
12,1949,-459512,0.508
12,1949,-459510,0.539
13,1949,-459450,0.539
13,1949,-459447,0.508
14,1949,-459390,0.539
14,1949,-459387,0.569
14,1949,-459385,0.539
15,1949,-459327,0.569
15,1949,-459325,0.6
15,1949,-459322,0.539
16,1949,-459267,0.569
16,1949,-459265,0.63
16,1949,-459262,0.63
16,1949,-459260,0.569
17,1949,-459205,0.6
17,1949,-459202,0.6
17,1949,-459200,0.6
17,1949,-459197,0.539
42,1949,-457710,0.508
42,1949,-457710,0.508
180,1950,-427557,0.508
343,1950,-417747,0.569
343,1950,-417745,0.539
344,1950,-417687,0.508
344,1950,-417685,0.539
344,1950,-417682,0.508
228,1951,-402780,0.52
228,1951,-402777,0.52
229,1951,-402717,0.52
217,1952,-381540,0.508
310,1952,-375925,0.539
310,1952,-375922,0.508
324,1952,-375082,0.508
351,1952,-373470,0.508
351,1952,-373467,0.508
234,1953,-358562,0.508
235,1953,-358502,0.508
235,1953,-358500,0.539
236,1953,-358440,0.539
236,1953,-358437,0.539
237,1953,-358377,0.539
237,1953,-358375,0.508
325,1953,-353067,0.508
352,1953,-351450,0.508
354,1953,-351327,0.508
354,1953,-351325,0.508
287,1954,-333442,0.508
316,1954,-331702,0.508
316,1954,-331702,0.508
343,1954,-330087,0.508
344,1954,-330027,0.539
344,1954,-330025,0.539
345,1954,-329967,0.508
345,1954,-329965,0.539
337,1956,-286647,0.508
353,1956,-285685,0.508
15,1957,-284010,0.569
15,1957,-284007,0.6
15,1957,-284005,0.508
15,1957,-284010,0.569
15,1957,-284007,0.6
15,1957,-284005,0.508
16,1957,-283947,0.508
16,1957,-283945,0.508
17,1957,-283885,0.539
208,1957,-272457,0.508
286,1958,-245847,0.508
286,1958,-245845,0.508
287,1958,-245787,0.508
287,1958,-245785,0.539
287,1958,-245782,0.508
288,1958,-245722,0.508
314,1958,-244172,0.508
314,1958,-244170,0.6
314,1958,-244167,0.569
315,1958,-244110,0.508
315,1958,-244107,0.6
315,1958,-244105,0.6
316,1958,-244047,0.539
316,1958,-244045,0.6
316,1958,-244042,0.539
317,1958,-243985,0.508
317,1958,-243982,0.569
332,1958,-243085,0.508
332,1958,-243082,0.508
343,1958,-242432,0.508
343,1958,-242430,0.569
343,1958,-242427,0.569
344,1958,-242370,0.539
344,1958,-242367,0.569
344,1958,-242365,0.508
345,1958,-242307,0.508
345,1958,-242305,0.508
346,1958,-242242,0.508
8,1959,-240630,0.548
8,1959,-240627,0.548
8,1959,-240625,0.517
9,1959,-240567,0.517
9,1959,-240565,0.517
142,1959,-232617,0.517
142,1959,-232615,0.578
143,1959,-232557,0.517
143,1959,-232555,0.548
144,1959,-232495,0.517
144,1959,-232492,0.548
145,1959,-232430,0.517
170,1959,-230942,0.517
170,1959,-230940,0.548
170,1959,-230937,0.517
170,1959,-230942,0.517
170,1959,-230940,0.548
170,1959,-230937,0.517
171,1959,-230882,0.517
171,1959,-230880,0.609
171,1959,-230877,0.609
171,1959,-230875,0.548
172,1959,-230820,0.548
172,1959,-230817,0.639
172,1959,-230815,0.609
173,1959,-230757,0.517
173,1959,-230755,0.609
173,1959,-230752,0.578
174,1959,-230692,0.517
174,1959,-230690,0.517
200,1959,-229140,0.517
200,1959,-229137,0.517
200,1959,-229140,0.517
200,1959,-229137,0.517
201,1959,-229077,0.517
218,1959,-228055,0.517
219,1959,-227995,0.548
219,1959,-227992,0.548
228,1959,-227460,0.517
229,1959,-227400,0.548
229,1959,-227397,0.517
230,1959,-227337,0.517
230,1959,-227337,0.517
244,1959,-226500,0.517
335,1959,-221005,0.517
335,1959,-221005,0.517
144,1960,-210572,0.539
353,1960,-198025,0.508
164,1961,-187437,0.508
165,1961,-187375,0.508
178,1961,-186600,0.508
178,1961,-186597,0.508
179,1961,-186537,0.539
179,1961,-186535,0.508
180,1961,-186477,0.569
180,1961,-186475,0.569
180,1961,-186472,0.508
181,1961,-186415,0.539
181,1961,-186412,0.508
182,1961,-186352,0.539
182,1961,-186350,0.508
193,1961,-185697,0.508
207,1961,-184862,0.508
207,1961,-184860,0.569
207,1961,-184857,0.508
208,1961,-184800,0.569
208,1961,-184797,0.6
208,1961,-184795,0.539
209,1961,-184740,0.508
209,1961,-184737,0.6
209,1961,-184735,0.569
210,1961,-184677,0.539
210,1961,-184675,0.569
210,1961,-184672,0.508
211,1961,-184615,0.508
211,1961,-184612,0.539
233,1961,-183245,0.508
234,1961,-183185,0.508
234,1961,-183185,0.508
235,1961,-183182,0.539
236,1961,-183122,0.569
236,1961,-183120,0.569
236,1961,-183117,0.508
237,1961,-183060,0.569
237,1961,-183057,0.569
238,1961,-183000,0.508
238,1961,-182997,0.63
238,1961,-182995,0.539
239,1961,-182937,0.508
239,1961,-182935,0.569
239,1961,-182932,0.508
262,1961,-181507,0.508
262,1961,-181505,0.508
263,1961,-181445,0.539
264,1961,-181442,0.508
264,1961,-181385,0.508
264,1961,-181442,0.508
264,1961,-181385,0.508
265,1961,-181382,0.569
266,1961,-181322,0.539
266,1961,-181320,0.569
267,1961,-181260,0.508
267,1961,-181257,0.508
270,1961,-181042,0.508
270,1961,-181040,0.508
5,1962,-175047,0.539
6,1962,-174987,0.6
6,1962,-174985,0.569
7,1962,-174927,0.569
7,1962,-174925,0.6
7,1962,-174922,0.508
8,1962,-174865,0.508
18,1962,-174270,0.508
19,1962,-174210,0.508
19,1962,-174207,0.508
19,1962,-174210,0.508
19,1962,-174207,0.508
34,1962,-173310,0.508
34,1962,-173307,0.508
34,1962,-173310,0.508
34,1962,-173307,0.508
35,1962,-173247,0.508
48,1962,-172470,0.539
316,1962,-156385,0.508
343,1962,-154772,0.508
343,1962,-154770,0.539
344,1962,-154710,0.539
344,1962,-154707,0.569
345,1962,-154650,0.539
345,1962,-154647,0.569
345,1962,-154645,0.539
7,1963,-153030,0.502
8,1963,-152972,0.533
8,1963,-152970,0.533
9,1963,-152910,0.502
9,1963,-152907,0.533
9,1963,-152905,0.533
10,1963,-152845,0.502
25,1963,-151947,0.502
25,1963,-151945,0.502
143,1963,-144897,0.502
144,1963,-144835,0.502
228,1963,-139802,0.533
229,1963,-139742,0.533
229,1963,-139740,0.533
229,1963,-139737,0.502
230,1963,-139680,0.502
230,1963,-139677,0.533
231,1963,-139617,0.533
231,1963,-139615,0.502
232,1963,-139557,0.502
232,1963,-139555,0.502
233,1963,-139492,0.502
244,1963,-138840,0.502
245,1963,-138780,0.533
245,1963,-138777,0.533
246,1963,-138720,0.502
246,1963,-138717,0.533
247,1963,-138657,0.533
247,1963,-138655,0.533
248,1963,-138595,0.502
256,1963,-138065,0.533
257,1963,-138062,0.502
258,1963,-138002,0.533
258,1963,-138000,0.502
259,1963,-137940,0.502
306,1963,-135085,0.502
307,1963,-135025,0.502
307,1963,-135022,0.502
335,1963,-133345,0.502
336,1963,-133285,0.502
336,1963,-133282,0.502
362,1963,-131730,0.502
363,1963,-131670,0.502
363,1963,-131667,0.502
190,1964,-120182,0.53
190,1964,-120180,0.53
190,1964,-120177,0.53
191,1964,-120120,0.591
191,1964,-120117,0.591
191,1964,-120115,0.53
192,1964,-120057,0.591
192,1964,-120055,0.591
192,1964,-120052,0.53
193,1964,-119995,0.56
193,1964,-119992,0.591
194,1964,-119932,0.56
194,1964,-119930,0.53
219,1964,-118440,0.53
219,1964,-118440,0.53
220,1964,-118380,0.53
220,1964,-118377,0.56
221,1964,-118317,0.56
221,1964,-118315,0.56
222,1964,-118255,0.53
222,1964,-118252,0.53
353,1964,-110367,0.56
353,1964,-110365,0.53
354,1964,-110310,0.53
354,1964,-110307,0.651
354,1964,-110305,0.621
354,1964,-110302,0.56
354,1964,-110310,0.53
354,1964,-110307,0.651
354,1964,-110305,0.621
354,1964,-110302,0.56
355,1964,-110247,0.56
355,1964,-110245,0.621
355,1964,-110242,0.591
356,1964,-110185,0.53
356,1964,-110182,0.56
356,1964,-110180,0.53
357,1964,-110120,0.53
15,1965,-108692,0.508
15,1965,-108690,0.539
16,1965,-108630,0.539
16,1965,-108627,0.569
17,1965,-108567,0.508
17,1965,-108565,0.508
18,1965,-108505,0.539
18,1965,-108505,0.539
208,1965,-97140,0.539
209,1965,-97080,0.508
209,1965,-97077,0.539
210,1965,-97017,0.539
210,1965,-97015,0.539
211,1965,-96955,0.508
313,1965,-90807,0.539
313,1965,-90805,0.508
314,1965,-90747,0.539
314,1965,-90745,0.569
314,1965,-90742,0.508
315,1965,-90685,0.508
315,1965,-90682,0.508
316,1965,-90622,0.539
316,1965,-90620,0.539
317,1965,-90562,0.508
317,1965,-90560,0.539
317,1965,-90557,0.539
318,1965,-90497,0.508
318,1965,-90497,0.508
342,1965,-89070,0.508
342,1965,-89067,0.539
343,1965,-89007,0.508
343,1965,-89005,0.508
344,1965,-88945,0.539
344,1965,-88942,0.539
345,1965,-88882,0.539
345,1965,-88880,0.539
5,1966,-87390,0.539
5,1966,-87387,0.508
6,1966,-87330,0.508
6,1966,-87327,0.539
6,1966,-87325,0.508
7,1966,-87267,0.539
7,1966,-87265,0.539
8,1966,-87205,0.508
8,1966,-87202,0.508
35,1966,-85590,0.508
35,1966,-85587,0.539
36,1966,-85527,0.539
36,1966,-85525,0.508
37,1966,-85465,0.539
37,1966,-85462,0.508
226,1966,-74162,0.539
226,1966,-74160,0.508
227,1966,-74102,0.508
227,1966,-74100,0.539
227,1966,-74097,0.508
228,1966,-74040,0.569
228,1966,-74037,0.569
229,1966,-73977,0.539
229,1966,-73975,0.539
230,1966,-73915,0.508
230,1966,-73912,0.508
306,1967,-47427,0.539
306,1967,-47425,0.508
307,1967,-47365,0.539
308,1967,-47302,0.539
308,1967,-47300,0.508
308,1967,-47302,0.539
308,1967,-47300,0.508
334,1967,-45750,0.508
351,1967,-44725,0.517
352,1967,-44665,0.505
364,1967,-43950,0.511
364,1967,-43947,0.508
365,1967,-43887,0.502
1,1968,-43825,0.505
16,1968,-42927,0.527
16,1968,-42925,0.536
17,1968,-42865,0.52
17,1968,-42862,0.505
28,1968,-42210,0.514
28,1968,-42207,0.523
29,1968,-42147,0.502
190,1968,-32520,0.527
191,1968,-32460,0.505
192,1968,-32397,0.548
192,1968,-32395,0.517
193,1968,-32335,0.517
207,1968,-31497,0.52
208,1968,-31437,0.533
208,1968,-31435,0.527
209,1968,-31375,0.505
216,1968,-30907,0.508
217,1968,-30847,0.523
217,1968,-30845,0.566
218,1968,-30842,0.575
218,1968,-30785,0.533
219,1968,-30782,0.584
219,1968,-30780,0.581
219,1968,-30777,0.517
220,1968,-30722,0.578
220,1968,-30720,0.633
220,1968,-30717,0.587
221,1968,-30660,0.591
221,1968,-30657,0.609
221,1968,-30655,0.569
222,1968,-30597,0.545
222,1968,-30595,0.554
223,1968,-30535,0.52
236,1968,-29760,0.517
246,1968,-29105,0.536
247,1968,-29102,0.517
248,1968,-29042,0.563
248,1968,-29040,0.508
249,1968,-28982,0.545
249,1968,-28980,0.557
250,1968,-28920,0.502
250,1968,-28917,0.533
273,1968,-27490,0.505
273,1968,-27490,0.505
274,1968,-27427,0.514
275,1968,-27365,0.502
296,1968,-26127,0.52
296,1968,-26125,0.52
297,1968,-26067,0.533
297,1968,-26065,0.566
297,1968,-26062,0.545
298,1968,-26005,0.572
298,1968,-26002,0.569
299,1968,-25942,0.52
299,1968,-25940,0.533
310,1968,-25287,0.508
323,1968,-24512,0.508
323,1968,-24510,0.508
324,1968,-24452,0.508
324,1968,-24450,0.569
324,1968,-24447,0.569
325,1968,-24390,0.539
325,1968,-24387,0.569
325,1968,-24385,0.569
326,1968,-24327,0.569
326,1968,-24325,0.6
326,1968,-24322,0.539
327,1968,-24265,0.6
327,1968,-24262,0.6
327,1968,-24260,0.539
328,1968,-24202,0.569
328,1968,-24200,0.539
351,1968,-22832,0.505
352,1968,-22775,0.523
352,1968,-22772,0.633
352,1968,-22770,0.645
352,1968,-22767,0.523
353,1968,-22712,0.651
353,1968,-22710,0.709
353,1968,-22707,0.651
353,1968,-22705,0.591
354,1968,-22652,0.603
354,1968,-22650,0.722
354,1968,-22647,0.746
354,1968,-22645,0.709
354,1968,-22642,0.542
355,1968,-22590,0.587
355,1968,-22587,0.716
355,1968,-22585,0.731
355,1968,-22582,0.642
355,1968,-22580,0.508
356,1968,-22527,0.53
356,1968,-22525,0.645
356,1968,-22522,0.633
356,1968,-22520,0.557
357,1968,-22465,0.505
357,1968,-22462,0.591
357,1968,-22460,0.56
358,1968,-22400,0.514
1,1969,-21872,0.502
1,1969,-21870,0.521
1,1969,-21867,0.514
2,1969,-21810,0.521
2,1969,-21807,0.585
2,1969,-21805,0.514
3,1969,-21747,0.521
3,1969,-21745,0.505
4,1969,-21687,0.514
4,1969,-21685,0.527
4,1969,-21682,0.508
5,1969,-21627,0.542
5,1969,-21625,0.6
5,1969,-21622,0.609
7,1969,-21500,0.502
15,1969,-21035,0.536
15,1969,-21032,0.585
15,1969,-21030,0.578
16,1969,-20972,0.575
16,1969,-20970,0.618
16,1969,-20967,0.578
17,1969,-20910,0.636
17,1969,-20907,0.685
17,1969,-20905,0.594
18,1969,-20850,0.502
18,1969,-20847,0.597
18,1969,-20845,0.609
18,1969,-20842,0.511
19,1969,-20785,0.581
19,1969,-20782,0.545
20,1969,-20722,0.514
45,1969,-19230,0.505
46,1969,-19167,0.536
152,1969,-12837,0.511
152,1969,-12835,0.53
153,1969,-12772,0.505
179,1969,-11222,0.536
179,1969,-11220,0.557
179,1969,-11217,0.508
180,1969,-11160,0.575
180,1969,-11157,0.594
181,1969,-11100,0.521
181,1969,-11097,0.569
181,1969,-11095,0.554
182,1969,-11037,0.505
182,1969,-11035,0.575
182,1969,-11032,0.545
183,1969,-10975,0.502
183,1969,-10972,0.563
183,1969,-10970,0.514
196,1969,-10195,0.527
206,1969,-9545,0.517
207,1969,-9542,0.524
207,1969,-9542,0.524
208,1969,-9482,0.548
208,1969,-9480,0.536
209,1969,-9420,0.557
209,1969,-9417,0.557
210,1969,-9360,0.566
210,1969,-9357,0.581
210,1969,-9355,0.545
211,1969,-9295,0.554
211,1969,-9292,0.545
314,1969,-3087,0.533
314,1969,-3085,0.502
315,1969,-3025,0.53
315,1969,-3022,0.533
316,1969,-2962,0.517
316,1969,-2960,0.511
317,1969,-2900,0.517
317,1970,18992,0.514
190,1971,33245,0.502
202,1971,33960,0.514
203,1971,34025,0.52
218,1971,34922,0.533
219,1971,34982,0.505
335,1971,41972,0.502
211,1973,78362,0.511
313,1973,84512,0.508
314,1973,84570,0.508
314,1973,84572,0.508
315,1973,84632,0.539
315,1973,84635,0.539
316,1973,84695,0.569
316,1973,84697,0.539
318,1973,84822,0.508
341,1973,86187,0.548
341,1973,86190,0.548
342,1973,86247,0.548
342,1973,86250,0.579
342,1973,86252,0.548
343,1973,86310,0.548
343,1973,86312,0.579
343,1973,86315,0.518
344,1973,86370,0.518
344,1973,86372,0.609
344,1973,86375,0.579
346,1973,86497,0.518
6,1974,87987,0.536
6,1974,87990,0.566
6,1974,87992,0.536
7,1974,88050,0.566
7,1974,88052,0.597
7,1974,88055,0.536
8,1974,88110,0.627
8,1974,88112,0.688
8,1974,88115,0.658
8,1974,88117,0.536
9,1974,88170,0.505
9,1974,88172,0.566
9,1974,88175,0.597
9,1974,88177,0.566
10,1974,88235,0.505
10,1974,88237,0.536
37,1974,89852,0.521
170,1974,97800,0.523
171,1974,97862,0.523
225,1974,101155,0.515
226,1974,101215,0.545
226,1974,101215,0.545
227,1974,101217,0.576
227,1974,101220,0.545
227,1974,101275,0.515
228,1974,101277,0.606
228,1974,101280,0.606
228,1974,101282,0.545
229,1974,101337,0.545
229,1974,101340,0.637
229,1974,101342,0.606
229,1974,101345,0.515
230,1974,101400,0.576
230,1974,101402,0.606
230,1974,101405,0.545
231,1974,101462,0.576
231,1974,101465,0.576
254,1974,102892,0.502
254,1974,102895,0.502
255,1974,102955,0.502
256,1974,102957,0.502
256,1974,102957,0.502
257,1974,103017,0.502
258,1974,103080,0.502
304,1974,105872,0.527
304,1974,105875,0.527
305,1974,105935,0.524
306,1974,105997,0.524
317,1974,106652,0.524
318,1974,106712,0.524
318,1974,106715,0.524
319,1974,106775,0.524
320,1974,106837,0.524
321,1974,106897,0.524
334,1974,107672,0.524
347,1974,108452,0.508
347,1974,108455,0.508
329,1976,151177,0.511
355,1976,152732,0.505
356,1976,152792,0.508
356,1976,152795,0.505
84,1977,158410,0.584
84,1977,158412,0.584
182,1977,164282,0.523
315,1977,172292,0.508
315,1977,172295,0.508
315,1977,172292,0.508
315,1977,172295,0.508
329,1977,173132,0.508
330,1977,173192,0.508
330,1977,173192,0.508
341,1977,173845,0.508
341,1977,173847,0.508
342,1977,173907,0.539
342,1977,173910,0.508
343,1977,173967,0.508
343,1977,173970,0.6
343,1977,173972,0.569
344,1977,174030,0.6
344,1977,174032,0.63
344,1977,174035,0.6
345,1977,174090,0.508
345,1977,174092,0.6
345,1977,174095,0.63
345,1977,174097,0.569
345,1977,174090,0.508
345,1977,174092,0.6
345,1977,174095,0.63
345,1977,174097,0.569
346,1977,174152,0.508
346,1977,174155,0.6
346,1977,174157,0.6
346,1977,174160,0.508
347,1977,174215,0.539
347,1977,174217,0.569
347,1977,174220,0.539
348,1977,174280,0.508
37,1978,177510,0.505
199,1978,187197,0.517
200,1978,187257,0.502
200,1978,187260,0.563
200,1978,187262,0.551
201,1978,187320,0.557
201,1978,187322,0.575
201,1978,187325,0.554
202,1978,187380,0.527
202,1978,187382,0.627
202,1978,187385,0.648
202,1978,187387,0.587
203,1978,187442,0.505
203,1978,187445,0.584
203,1978,187447,0.569
305,1978,193595,0.52
306,1978,193655,0.502
306,1978,193657,0.527
333,1978,195272,0.514
334,1978,195332,0.502
335,1978,195395,0.548
336,1978,195457,0.508
219,1979,210300,0.508
220,1979,210362,0.523
1,1980,219150,0.517
1,1980,219152,0.542
2,1980,219212,0.511
16,1980,220050,0.523
16,1980,220052,0.511
17,1980,220110,0.523
17,1980,220112,0.551
17,1980,220115,0.554
18,1980,220172,0.56
18,1980,220175,0.572
19,1980,220235,0.52
19,1980,220237,0.52
20,1980,220297,0.502
31,1980,220952,0.508
45,1980,221790,0.53
45,1980,221790,0.53
46,1980,221852,0.523
47,1980,221912,0.502
180,1980,229860,0.511
180,1980,229860,0.511
181,1980,229922,0.514
208,1980,231537,0.508
209,1980,231600,0.502
240,1980,233462,0.527
240,1980,233462,0.527
299,1980,237035,0.545
299,1980,237037,0.505
300,1980,237097,0.536
300,1980,237097,0.536
326,1980,238650,0.517
326,1980,238652,0.523
327,1980,238712,0.56
327,1980,238715,0.551
328,1980,238772,0.523
328,1980,238775,0.591
328,1980,238777,0.53
329,1980,238837,0.569
329,1980,238840,0.511
330,1980,238897,0.502
330,1980,238897,0.502
343,1980,239675,0.53
344,1980,239735,0.527
344,1980,239737,0.514
354,1980,240327,0.508
354,1980,240330,0.557
355,1980,240390,0.563
355,1980,240392,0.572
356,1980,240450,0.517
356,1980,240452,0.539
356,1980,240455,0.569
357,1980,240512,0.502
357,1980,240515,0.545
357,1980,240517,0.52
358,1980,240575,0.548
358,1980,240577,0.569
358,1980,240580,0.505
359,1980,240637,0.584
359,1980,240640,0.517
7,1981,241475,0.502
17,1981,242065,0.517
17,1981,242067,0.578
17,1981,242070,0.557
18,1981,242127,0.566
18,1981,242130,0.603
18,1981,242132,0.603
18,1981,242135,0.502
19,1981,242190,0.542
19,1981,242192,0.594
19,1981,242195,0.56
20,1981,242252,0.53
20,1981,242255,0.56
36,1981,243215,0.517
125,1981,248522,0.533
126,1981,248585,0.533
182,1981,251937,0.536
182,1981,251940,0.548
183,1981,252000,0.514
183,1981,252002,0.508
184,1981,252062,0.502
185,1981,252122,0.505
210,1981,253615,0.514
210,1981,253617,0.505
211,1981,253677,0.548
211,1981,253680,0.508
212,1981,253740,0.563
212,1981,253742,0.514
227,1981,254637,0.502
227,1981,254640,0.502
236,1981,255230,0.53
236,1981,255232,0.52
237,1981,255290,0.52
237,1981,255292,0.569
238,1981,255295,0.597
238,1981,255297,0.523
238,1981,255352,0.536
239,1981,255355,0.584
239,1981,255357,0.594
239,1981,255360,0.523
240,1981,255415,0.545
240,1981,255417,0.584
240,1981,255420,0.548
241,1981,255477,0.569
241,1981,255480,0.587
241,1981,255482,0.52
242,1981,255540,0.569
242,1981,255542,0.536
243,1981,255600,0.511
243,1981,255602,0.548
252,1981,256192,0.53
253,1981,256252,0.505
254,1981,256255,0.533
255,1981,256315,0.533
255,1981,256317,0.542
256,1981,256375,0.511
256,1981,256377,0.563
256,1981,256380,0.542
257,1981,256437,0.53
257,1981,256440,0.542
258,1981,256500,0.505
258,1981,256502,0.508
260,1981,256655,0.505
260,1981,256657,0.514
261,1981,256717,0.545
261,1981,256720,0.539
262,1981,256777,0.514
262,1981,256780,0.551
262,1981,256782,0.539
262,1981,256785,0.517
263,1981,256840,0.505
263,1981,256842,0.557
263,1981,256845,0.575
263,1981,256847,0.53
264,1981,256905,0.548
264,1981,256907,0.566
264,1981,256905,0.548
264,1981,256907,0.566
265,1981,256967,0.52
265,1981,256970,0.536
265,1981,256972,0.511
266,1981,257030,0.53
266,1981,257032,0.578
267,1981,257035,0.545
267,1981,257092,0.548
268,1981,257095,0.569
268,1981,257097,0.508
269,1981,257155,0.508
269,1981,257157,0.511
270,1981,257217,0.52
284,1981,258057,0.502
286,1981,258212,0.52
287,1981,258272,0.56
287,1981,258275,0.587
287,1981,258277,0.505
288,1981,258335,0.618
288,1981,258337,0.603
288,1981,258340,0.542
289,1981,258395,0.539
289,1981,258397,0.627
289,1981,258400,0.591
289,1981,258402,0.502
290,1981,258457,0.511
290,1981,258460,0.566
290,1981,258462,0.554
